x,y,z
-7.017128396959735,-9.360560542790726,3.5757662386355715
-6.4465316134343045,-9.31483635588897,3.328860748770577
-7.055604563130989,-9.35196638044418,3.580735594754795
-6.458626308169522,-9.271396543381163,3.320402607785049
-7.089467662588792,-9.337130545891444,3.5833663048031847
-6.462253155902458,-9.216188541424264,3.307715402395198
-6.24793543276847,-9.668356514888352,3.259369133507914
-7.129693069181916,-9.330534573279769,3.5892123308838557
-6.483858968905098,-9.186913009111036,3.304332006426182
-7.151872437635575,-9.300278062754511,3.585997017308797
-6.442003780467847,-9.06842426130361,3.268807636491909
-6.477419645388832,-9.889821043071036,3.3473644246757006
-7.178030401273989,-9.275266880751122,3.5848278107688336
-6.54457095630158,-9.153198945333845,3.306587681083135
-7.197050946169522,-9.241130096550002,3.580150993258381
-7.232447852238229,-9.228038163581068,3.583658607129456
-6.357712695420675,-9.451917697811428,3.225315092546298
-7.293095650301927,-9.188730148935202,3.5857047151069086
-6.380746926694543,-9.423603802219672,3.2223184081508305
-7.714447328037736,-9.726222250842612,3.275335015113528
-7.325429490555139,-9.171543447626188,3.587750825281573
-6.483868636170877,-9.51290767873208,3.259641644605717
-6.469476488260642,-9.42949845284828,3.237847086501657
-7.689211363821005,-9.573165272101187,3.239619676163023
-6.5574262962846905,-9.495112440273838,3.267269609755385
-7.518624163153983,-9.180098679241516,3.626919659832234
-7.28886917171313,-8.844080070968946,3.50298252687681
-6.580825198105853,-9.343891922281944,3.235939978019216
-7.368900399004157,-9.6038581005857,3.557231888683954
-6.980198919366105,-9.65700865095974,3.3737902622385585
-7.584711470681969,-8.865378980651613,3.56612029923867
-7.546986312198158,-8.76669232281319,3.535720500003253
-7.066500628004056,-9.589256905105849,3.3727006863541646
-7.496002037151495,-9.346851706535778,3.5208616137802142
-7.246631733368172,-9.770785004872634,3.444350003604681
-6.397742031473333,-9.337732589074813,3.088515983100993
-7.604179004132606,-9.422363838557438,3.558077797139175
-7.277149309895749,-9.749276939375171,3.4446225128339623
-7.402002592387752,-9.114488500792492,3.450376735914141
-7.419002842972917,-9.07836371747468,3.445301758346669
-7.226583171265451,-9.558614300579434,3.3928604112440843
-7.606481351679027,-9.249713729721549,3.519170032000159
-7.346032704932331,-9.353604251906418,3.3675243844577776
-7.393105091022394,-9.295551983450409,3.3628931022797826
-7.537025096841186,-9.417057307542755,3.4151999929116923
-7.69624383987234,-9.555749857704145,3.474045037519239
-7.721888950871928,-9.527607680735104,3.4724104380906278
-7.674032997791312,-9.234549465399704,3.399671315050842
-7.374582468727126,-8.81902145148012,3.255010126067508
-7.508774732848759,-8.92372190251006,3.302140948442109
-7.690127107275635,-9.866818439044016,3.413345801285563
-7.599053207452774,-8.930900229714421,3.199600445643702
-5.880526033778087,-6.188840127531271,2.6094061462588
-5.826791204805896,-6.094732392769582,2.577252775771876
-5.797064633832764,-6.02651454736669,2.5559143153259245
-5.903983359301159,-6.100096174363829,2.594790850714742
-5.8526150238516905,-6.010014907543892,2.5640989854612477
-5.86500218775668,-5.98588309485755,2.561468273276029
-5.885353004136852,-5.969904726783423,2.5623451774034365
-6.067938569937123,-6.159197374373709,2.281177942424545
-5.915763639823224,-5.964041997540511,2.5676066010911907
-5.932681696336334,-5.944510730141217,2.5670219968806567
-6.148633015182227,-6.164979923458424,2.2972499733309126
-5.905490878389157,-5.881068490193087,2.547437580562671
-6.038756996743395,-6.01777360833615,2.249289456635589
-5.930302501829882,-5.869650605795394,2.5503605923602635
-5.990552727541179,-5.933218459842636,2.2245439916761183
-5.936011073136539,-5.839357127091556,2.545099169940542
-5.963937749072016,-5.870721809947576,2.2079619790552547
-5.959368355146306,-5.826466761642791,2.547437579714639
-6.008875548765047,-5.878768447495752,2.2179111862914604
-5.971043134533501,-5.802158048244032,2.544806868763448
-5.796756834822115,-6.076388149290052,2.4678172918365973
-6.026883036438298,-5.860305803101039,2.2179111861472114
-5.988815723959497,-5.783811692275448,2.544806868004858
-5.82600220997448,-6.069650048878545,2.4723284095197964
-5.996859215643458,-5.79542449335141,2.20030874245174
-6.019640795671786,-5.777993737504788,2.550360592627411
-5.815269549143114,-6.021381833092429,2.45992301357024
-6.028343504286792,-5.75091693511884,2.5465606756872226
-5.84307628389484,-6.01314602444243,2.4638700367295545
-5.930893644677807,-5.661709819358871,2.163318099886987
-6.047346869927304,-5.733711118683842,2.547145278782148
-5.862167848978888,-5.995877039897101,2.464152083713906
-6.065376355835533,-5.754626771701848,2.2059211158259924
-6.085789007114741,-5.734806762346445,2.555914315462028
-5.871115659427813,-5.9682888265668,2.4602048284357787
-6.060491520616725,-5.714764114455162,2.1977576638511707
-6.087300141242336,-5.7010737102000455,2.549191387405328
-5.900197430420074,-5.961158379608784,2.4647159441882938
-6.028609639467321,-5.649860809580501,2.179900112009312
-6.136262792224192,-5.711691740152366,2.562345177729163
-5.891377332280427,-5.915836134946268,2.4534382700489457
-6.068556160190822,-5.652427087663408,2.1880635638967747
-6.139014720612095,-5.679201262696162,2.5562066160149617
-5.9217232004966425,-5.909933080819606,2.4585132475519837
-6.06103454564135,-5.610792916667539,2.179134788477586
-6.119802132366853,-5.62668263976622,2.5410069534385733
-5.905086790157845,-5.857279003949817,2.444134458518255
-6.120913907219893,-5.631451300067668,2.194441261114764
-6.132799933717606,-5.604010167159318,2.539252911136604
-5.936693907356652,-5.852606189992488,2.449773061526257
-6.088212053283069,-5.566972757155757,2.1765837103878143
-6.190631128503049,-6.102946534185525,2.1993678170698816
-6.16341500434845,-5.597384177989967,2.5448068687693075
-5.91829989930684,-5.798777655668687,2.434830412438109
-6.166801660636914,-5.60419305867637,2.19852298796154
-6.179138499943264,-5.57716732504441,2.544222265933009
-5.921628210200751,-5.766536496886363,2.428909528435463
-5.839151430325143,-6.132951661832094,2.3976685985219097
-6.273661566602284,-5.666258450569287,2.230411473393618
-6.197643908387519,-5.559460974159946,2.544806869391934
-5.944117770023188,-5.753013088440317,2.430883157736422
-5.820000440349006,-6.075404729011336,2.3821401566592164
-6.2823812942702215,-5.6392339312350455,2.2273501790723285
-6.244651834638943,-5.56714900853312,2.5570835199538364
-5.929240959705609,-5.703488463970859,2.417632088318177
-5.886020658099779,-6.106706890395634,2.401482582165283
-5.829217058642681,-5.200256402361076,2.0610196022480385
-5.846879630653005,-5.219129611445352,1.7571881213150318
-6.226628763226258,-5.516888876963846,2.5427607600100224
-5.9682095741447245,-5.705824159687044,2.426372274658804
-5.867216301817448,-6.049940116575322,2.3862264148825947
-5.865401778995355,-5.200308995715557,2.068162623170983
-5.88257230813104,-5.218651103913619,1.7630949421663884
-6.218404276810466,-5.475639952789541,2.5325299812626745
-6.001683621148254,-5.702687175400675,2.432856784130736
-5.920020003120546,-6.067032580106531,2.4001204950384314
-5.885681191618877,-5.186125562054632,2.0696932714480467
-5.921976760797462,-5.221229086013067,1.7700957453147648
-6.236613789837968,-5.457796047450784,2.5331145854726884
-5.99752713523377,-5.663826487519504,2.4241165987495905
-5.910294609063873,-6.0200047720088605,2.3886783117938064
-5.959984160205109,-5.222327876745262,1.776658931206641
-6.280027552971008,-5.461857494396261,2.543929966146869
-6.016974121598353,-5.647369492113278,2.4249625069989755
-5.911831160137982,-5.98473101011932,2.3818676439952458
-6.335321680736844,-5.513638810843647,2.215870323495113
-5.998789867781029,-5.223883430917013,1.783440867563068
-6.140475144955309,-5.307485440202491,2.480791958238573
-6.037779180677934,-5.632155577938202,2.4263722743852663
-5.936946833067293,-5.973390194021508,2.3845920517476515
-6.434114929171996,-5.56501985418777,2.2444424066304784
-6.333368482234623,-5.907886465981371,2.1912737462727
-6.030282888166141,-5.218864779181628,1.7880350765569708
-6.050808483774486,-5.609691333562208,2.424680457890887
-5.961368705703363,-5.9612711929325,2.387043715453161
-6.286058055801583,-5.827790291921778,2.168708618110217
-6.055882762773817,-5.208610885553359,1.7908791695742536
-6.055290048311038,-5.579399293918678,2.419605717258155
-5.963250498337989,-5.926675523875042,2.3805055586492854
-6.306046576480047,-5.81044871737008,2.169444614232547
-6.079993563076686,-5.196981263176302,1.793285649189495
-6.064363850398297,-5.144950771266798,2.430807977722933
-6.111295337656329,-5.59643330842394,2.435112225368694
-5.923220219476439,-5.850878268578951,2.357348914552921
-6.0685965508060615,-5.152003426106121,2.1003062172150617
-6.303824067363265,-5.772741886781069,2.1625769655171
-6.086984582142764,-5.170723161576583,1.7906604209228305
-6.06988418867393,-5.117691280347775,2.426715527224042
-6.159656500211427,-5.606072490044523,2.447517619812328
-5.9377096068770445,-5.829308364500942,2.355986593910712
-6.31863710193443,-5.750764926309782,2.1615958737065197
-6.178961633414195,-5.5890793262591565,2.4483635285238488
-5.953499819794559,-5.809048333346059,2.355169295058698
-5.8447537434528085,-6.146699220403574,2.314347013100829
-6.137881710652452,-5.146353596427833,2.113316718912293
-6.340564126589239,-5.735254324289519,2.163067394139441
-6.058546666943297,-5.044858155799199,2.4097618193439483
-6.193939044717717,-5.568171759471517,2.4475176199969466
-5.925015247127705,-5.745876765238639,2.336916444541122
-5.878923543354776,-6.144772135162079,2.320401416058764
-5.838319384335216,-5.248480276619466,1.9862251837013232
-5.980677971778258,-4.986384379224853,1.7458118593587808
-5.766794701608107,-5.181816211809949,1.657120280149741
-6.32302654289435,-5.232320564576904,2.50856104530117
-6.216716615318888,-5.55425695700654,2.449773062092772
-5.944001262212668,-5.729007509980507,2.3374612331574767
-6.172322364816226,-5.111062308852147,2.1143371504841726
-5.846441620584056,-5.223438582166229,1.9835272369571733
-6.089869417801842,-5.0458322517613565,1.7731585890848476
-5.845393334065881,-5.220117668454438,1.6750960873181029
-6.107517146845625,-5.060993856012535,1.171709041253126
-6.043764521331247,-5.008165544560427,0.8682157807154925
-6.085544384602437,-5.03830956160186,0.5828129507488586
-6.094064353199888,-5.042137105569862,0.2940383671968947
-6.2423366678387335,-5.54280258594668,2.4531564581479524
-5.946263667608132,-5.696101259995016,2.331467863822418
-6.047397955880347,-6.243714135104319,2.3717317455548885
-5.870413516843403,-5.2125579516297815,1.986225182821865
-5.8877109340735645,-5.225528294862788,1.6826209329549275
-6.262908980890145,-5.526799135135882,2.454566224285528
-5.946986399352904,-5.661908958014291,2.324929473847891
-5.972261394728875,-6.1284038388810025,2.334879146547705
-5.90309634226046,-5.209276632242951,1.9918664056704896
-5.926449478129078,-5.227494206065776,1.689100554467854
-6.328885786335037,-5.550576721771901,2.473737943086662
-5.977607800903369,-5.656201942745626,2.3301057771912075
-5.907957613162324,-6.025324440774437,2.3025014274301703
-5.941644818237893,-5.210957706013788,1.999470047892547
-5.971138549836147,-5.234428249313564,1.6972524426237796
-6.329973231377125,-5.517265390378202,2.467535246882265
-5.99423168370348,-5.6371773176282245,2.329833266499816
-5.9773356834887545,-5.209903113463525,2.006092363112463
-6.326147018373305,-5.940381079877318,2.1063324186181247
-6.005602885064661,-5.232143557677684,1.7024778640623095
-6.299732539738775,-5.456987428454348,2.4492092006425863
-6.024853632083062,-5.631243759311713,2.335009334573709
-6.109969865280919,-6.155339233694043,2.3664672225924703
-6.008679304254407,-5.204870212543267,2.0112431577446364
-6.034194586036227,-5.224575935626884,1.706031253695703
-6.04298749329077,-5.202223356275704,2.017374810661963
-6.512098828797649,-6.040232833983654,2.1558655455698608
-6.061313902659974,-5.215606363595579,1.7091665772936808
-6.081018441583979,-5.202566201594494,2.024733120768696
-6.467008278117594,-5.96160410037063,2.134872792867497
-6.075800461710328,-5.195714787232975,1.7087485113373304
-5.992606541880674,-4.715986357518152,2.330839546455684
-6.053659257254742,-5.147076646173979,2.3350236299763663
-6.058703422170134,-5.559291380540769,2.328198668943606
-6.074055119497644,-5.164418213471192,2.0171297119592544
-6.579849113397699,-6.028390170165789,2.1660078750138663
-6.078298959735195,-5.165651257291871,1.7049861466402094
-5.986248586447313,-5.07789262493518,0.5037750256527971
-6.002526820822165,-4.694044298251779,2.3290857386328985
-6.067223034380276,-5.126622404043186,2.3341779562163785
-6.081418149061962,-5.545863730357282,2.3303780532949565
-6.10690254444525,-5.160150389602801,2.022770936973435
-6.582505334138166,-5.993781086087048,2.160818694994588
-6.1090606430266,-5.159598808627318,1.709166578639215
-5.983673901995708,-4.649787567378169,2.316224249752512
-6.073371117705431,-5.0999634800356,2.3305127471521647
-6.129060068812275,-5.55496468725779,2.3420927482991734
-6.133849567439608,-5.1483764266516765,1.7116748601013232
-6.115895064329719,-5.128395987987257,1.1002866276201964
-6.110004283067602,-5.120188029359829,0.8022893428511343
-6.203947387874829,-5.197437964497055,0.5194019329559123
-5.963092562281983,-4.604522200357332,2.3027783941901254
-6.138343346466448,-5.122493087475958,2.3494026521748124
-6.20040657159987,-5.585075999139617,2.3627974949978663
-5.873401750286722,-5.703112968396378,2.2337975375745813
-6.070715692898743,-5.066057546106187,2.0004511395668825
-6.037516410546492,-5.430148971286489,1.9709421375964893
-6.1000524731719015,-5.088191864278264,1.6978794843287863
-6.1170941841046,-5.092818569845629,0.5108199373129393
-5.965051429362409,-4.576891572200744,2.298101339861661
-6.125227860837672,-5.079751224732105,2.338407026002
-6.17951756156073,-5.532013518483201,2.348358627630197
-5.931133582842076,-5.723923076319591,2.249065146168676
-6.149659248555426,-5.1000122915352994,2.021299181072968
-5.846932660529917,-5.226378463905897,1.9034829119504932
-6.113375579821668,-5.067580902111941,1.697252443208063
-6.222781403431648,-5.153325481538188,1.1138063909204252
-6.2217901730026215,-5.149210606595217,0.8128036026621116
-6.225725751477726,-5.1510032452050725,0.5185693161867382
-5.962334071271918,-4.545813282820374,2.2916707123453963
-6.231683881181395,-5.544367798139838,2.3617076856377293
-5.99044090823258,-5.745767915886014,2.264859185105077
-5.878922731858362,-5.222614408098135,1.908672091738243
-5.957195456022557,-4.513062587898268,2.2843631815269774
-6.28326327109312,-5.555816042619226,2.3747844668543694
-5.938211761000417,-5.66079597574545,2.2385358649807543
-5.904388316464616,-5.212915113013512,1.9117385121203223
-6.4604739769091335,-6.144899598705189,2.0732098303548705
-5.91151663276428,-5.215354452730236,1.6050157459512029
-5.961844526100081,-4.4878634201724825,2.280855566390285
-6.291605516919183,-5.528891238265171,2.371515270686423
-5.978661670148007,-5.664447542847477,2.2472224112772725
-5.9356928444391786,-5.20823544028306,1.916691776069598
-6.47221761883368,-6.118359370486641,2.0709450914173164
-5.938541110353573,-5.206883500477518,1.6080083739159268
-5.964098083663576,-4.460959426079334,2.2764708133734
-6.309262848536365,-5.510196103683732,2.3717877823044544
-6.01005885924531,-5.659305743206303,2.252487168071587
-5.986067124405079,-5.2200189952305385,1.9277777623532557
-5.982561105761816,-5.213102426386217,1.6155894904440458
-5.976220873132053,-4.441500139381637,2.275886211280917
-6.340671273763737,-5.503427565573347,2.37723636391669
-6.018210089654668,-5.215631046278267,1.9329669426170892
-6.037044908732964,-5.228080802937458,1.6259637966939415
-5.991357874898972,-4.424280415801259,2.2764708138813488
-6.383025571188507,-5.505944888496805,2.3867714379167806
-6.0511189389378135,-5.211729414501283,1.93839192200712
-6.075337318939168,-5.228711103525783,1.6319489380380956
-6.011071220490798,-4.41040411648293,2.2788092222467577
-6.418150133676881,-5.501991469639737,2.3935821048225927
-6.080368624761189,-5.2045146629003405,1.9426376781441623
-6.112945560631984,-5.22851833430567,1.637734523468044
-6.026892277586207,-4.393631831462199,2.2796861266558577
-6.034856617398807,-4.75975551288015,2.2586181035103143
-6.392519526022084,-5.446084184396845,2.377781150111578
-6.062004814849446,-5.569461979915759,2.246169552677835
-6.064478139409181,-5.158760908265166,1.9324951142031797
-6.616284207994537,-6.065091488727545,2.0870252331825427
-6.10730572565148,-5.191334866316016,1.6319489375058134
-6.051186393406127,-4.382974824075117,2.283778578642983
-6.005632554833847,-4.706891396906659,2.242265684869314
-6.047716930878504,-5.522215327109586,2.2345871808995352
-6.132967890441867,-5.184675242650269,1.949241993623396
-6.595260387594808,-6.008685902715921,2.074568815381336
-6.064873039702,-5.107718986518285,0.4335916029810177
-6.066933338133014,-4.3660648950467005,2.2846554812605326
-6.005663039611531,-4.677243408746656,2.236908662169657
-6.116599110985391,-5.146579610691148,2.263360020732484
-6.064629988290426,-5.503635133285235,2.23458717938484
-6.14884542941717,-5.165835006140861,1.9492419933454492
-6.615107776146079,-5.989731076588231,2.075021809984767
-6.124034346857877,-5.141162943147515,1.627958766585094
-6.159742779262974,-5.162898140555524,1.0298850725488318
-6.088079179317025,-4.352993809757309,2.2875784955463345
-5.996462556124357,-4.640593417005245,2.22816871004317
-6.200267456938144,-5.184573257021944,2.2884237723746623
-6.138798366241266,-5.53669398341884,2.25564597700173
-6.075894980762848,-5.072831259076368,1.9211733305651773
-5.76173526592344,-5.184954301944322,1.8023383095382683
-6.10707646652221,-5.092356684573264,1.317239926700542
-6.173856505898352,-5.138731124035508,0.7330051815414266
-6.148300953209406,-5.113828208194642,0.437304525045329
-6.106862437333686,-4.338172088398704,2.28962460258319
-6.0091504417549695,-4.621005014900322,2.2276048502422854
-6.1873644571458986,-5.546166999569199,2.267228114874124
-5.830614048195232,-5.214653012136849,1.8188714445319711
-6.12717505849108,-4.324379209396925,2.29225531468084
-6.01262643057079,-4.594392195404013,2.2236575947064408
-6.148870150455116,-5.077812459382465,2.257911440855455
-6.202909642290864,-5.525874835971245,2.2667016845885497
-6.094160834916529,-5.024945142602182,1.9171634889892295
-5.808728854512264,-5.16309195911034,1.807094401489353
-6.145613552456761,-5.048120297150883,0.4349020409465146
-6.147460646008258,-4.310502236690732,2.2948860268350164
-6.019052254435974,-4.570121950987535,2.2208382925655283
-6.122024129344517,-5.024131520599022,2.242382761453281
-6.200331260499238,-5.489551839544016,2.2595944265323817
-6.155400296825178,-5.043796194675957,1.9315516923540577
-5.8427915142280735,-5.1613679800959655,1.8127564850991311
-6.169287525741123,-4.297634547412422,2.2981013385578386
-6.012365657614233,-4.5360325400007415,2.2132258283037287
-6.330854409251411,-5.570558388909949,2.3009221404200404
-5.96473295470209,-5.236595938785853,1.8455962601136315
-6.1973844939052825,-4.289027690058695,2.303655297203019
-6.018576685552568,-4.511810654458332,2.210406525833455
-6.324675566398698,-5.530787276275718,2.2924985747147417
-5.995448856393155,-5.231079101213032,1.850125855904688
-6.231002913379523,-4.284081327727495,2.311255130201756
-6.0323905341960256,-4.493324978164599,2.2104065272583733
-6.335788817122353,-5.5062949231859255,2.2903926257354823
-6.022507495513959,-5.222231988642259,1.8535230808868293
-6.245696299910855,-4.2660231899318815,2.3118397315506822
-6.046147294997257,-4.474796719952583,2.210406526542092
-6.417631397304678,-5.54295401786431,2.3138205847291533
-6.053995562626407,-5.217083645406492,1.8582791754786396
-6.291991279111072,-4.269393919060677,2.3241166171657217
-6.06293925646861,-4.45849991481617,2.211534247764122
-6.345298297072535,-5.446579770266113,2.281706080383742
-6.084768933430741,-5.211157054523002,1.8628087718529376
-6.440661453446334,-4.341475730204267,2.374100834749296
-6.055672538387455,-4.4245952681583,2.203921780669036
-6.056965814660552,-5.155217812309086,1.8494463641360952
-5.986340221412174,-5.074961702102686,0.9305417569670908
-6.492092770677791,-4.347235976654182,2.388131293909185
-6.08086474404282,-4.414450782880276,2.208150850760364
-5.986488251143319,-5.063644463122207,1.823174544075547
-6.066709974432529,-5.10612234759339,0.6484429463396818
-6.097195055684643,-5.126329081032098,0.3600561220256597
-6.530879496133011,-4.344247479640478,2.39748516918992
-6.092823427016779,-4.394651623054292,2.207586991337256
-6.091465871549134,-5.120462779379499,1.8503523530439507
-6.0699035526488565,-5.082121827212806,0.9386661680406824
-6.520240309834965,-4.308374182964842,2.3887158967799142
-6.114855917319723,-4.382085921048674,2.2106883404087165
-6.133700954024621,-4.756500332665646,2.1977040724468653
-6.111343247621753,-5.1168572547384,2.174833284882684
-6.066033402304246,-5.06740581680581,1.8378958178116984
-6.219368107882299,-5.188313679369211,1.5695096443918843
-6.038901929011138,-5.024731027603451,0.9314837475298776
-6.07953152270168,-5.053511294766826,0.646486841780015
-6.123923519784933,-5.084991920044852,0.359785189391698
-6.526231946820715,-4.283627195373804,2.386085184745029
-6.132960375142065,-4.366644242719979,2.212379920963245
-6.2221933870100266,-4.794627123884788,2.2241299112652664
-6.08325868221289,-5.06167803034135,2.15930246090436
-6.194714321780935,-5.1427166904296735,1.8720945782018084
-6.104504800660303,-5.060811941113422,1.5365975091937605
-6.114748190175194,-5.056172551786811,0.9407855902096636
-6.156510934397337,-4.355010902496913,2.216045130574605
-6.18568927872395,-4.736323491650211,2.205877060391761
-6.152289718443913,-5.087254444918225,2.178255306222551
-6.11053619670666,-5.041247258959593,1.841972536434314
-6.173767400348967,-4.338860784159435,2.217454896680015
-6.208614464591742,-4.723732676691901,2.208873746637529
-6.118441628202222,-5.016301058337689,1.8397076797531944
-6.216942976781479,-4.3407711808891625,2.2281687113649777
-6.200051834561593,-4.687255053272152,2.2007007584002696
-6.238902794602364,-4.327692499815553,2.231270059765033
-6.203632473086022,-4.660120916273072,2.1968867740485925
-6.271900601888323,-4.322141936300231,2.2383184291370304
-6.19553931729646,-4.624376391086781,2.188986297629491
-6.304923364335528,-4.3164295439965095,2.245367034930417
-6.190376932737647,-4.591017823459479,2.182175396334
-6.337176201164711,-4.310015532197077,2.25213359185834
-6.19668691473098,-4.56629653677013,2.179451222929792
-6.328904718196712,-4.276050634901687,2.2445211269227427
-6.209114377566929,-4.546126991162433,2.1789062009763875
-6.217585671376442,-4.523094358076318,2.1769993261459883
-6.227534341353001,-4.5011792878370285,2.175637005495152
-6.227300485204673,-4.866159196552685,2.156406869044373
-6.231154584332891,-4.474756508483211,2.172095534608875
-6.24093714242093,-4.45282442016853,2.1707332130270127
-6.252213781095442,-4.431986990352391,2.169915912803752
-6.267354863710464,-4.413892635861674,2.17046093497827
-6.2848092389436845,-4.397402188966559,2.1718230240339067
-6.313281573402586,-4.388534288472447,2.1769993271754395
-6.331465834528895,-4.372425431565441,2.1786339241676425
-6.321841591280133,-4.33719474743429,2.170733212283652
-6.256237384466945,-4.469778340844061,2.097969278534608
-9.21536165666987,-7.482847483672806,0.4412990329529249
-9.179947542344708,-7.407474604824224,0.4385128137805887
-9.19171565049414,-7.370523772141122,0.4379927038732867
-9.292438830289743,-7.404564862574752,0.4417076824371687
-9.194462211816106,-7.280486672949698,0.4359866500016441
-9.226964603434306,-7.260277368486597,0.4364695965587842
-9.222429303347164,-7.211007138879784,0.4352065144745228
-9.23819597885143,-7.1777742900853445,0.4349092961953967
-9.14847137216571,-7.102685255233887,0.0078836167955956
-9.256218256468827,-7.146344748943218,0.4347235677647452
-9.147257975370602,-7.056870848082033,0.0078638774110594
-9.274928290896378,-7.115480175437698,0.4345749734208576
-9.225983884363515,-7.033072744223651,0.4312686444255524
-9.152201673304589,-6.971525514994875,0.0078312047508344
-9.18936684199755,-6.960687376018244,0.4285567518937367
-9.201454361666276,-6.964537288125256,0.007855027990339
-9.243264568791773,-6.961537569659223,0.8536200982690824
-9.20988077954946,-6.931860986566376,0.4285195887458245
-9.173227855286443,-6.899008621156025,0.0078128260388286
-9.302661957739126,-6.967220206861741,2.605810087367465
-9.3853455514485,-7.029146101002485,2.1762061517815865
-9.322417056027549,-6.982778103554784,1.7205914072721005
-9.296450117400044,-6.963327765858283,1.284787815404112
-9.282144985081924,-6.946292471127702,0.8552386617569099
-9.225501593296618,-6.899383342468045,0.4282595335340424
-9.298754521198916,-6.915579950317608,3.057472410669827
-9.340431581141749,-6.950880719036308,2.6104044111952445
-9.286973257199833,-6.911098558830169,2.148469727587273
-9.143016041583726,-6.804713291928933,1.683619359750719
-9.227375363286512,-6.856742765570859,0.4273679672332552
-9.144733295713609,-6.790131988995963,0.0077529261645702
-9.130430413891526,-6.77358044447059,-0.4089221257857379
-9.23148568111692,-6.815936465319597,0.4265878318082993
-9.130920202337451,-6.736515817594958,0.0077236574836439
-9.246712212843748,-6.7834451293704685,0.4263277766019303
-9.126541998238768,-6.690143631557119,0.0077025560455244
-9.161339697251991,-6.70975326600536,-0.408454825547887
-9.624522781945933,-7.019923492322745,0.8787807080923239
-9.26586519737646,-6.753867160582749,0.4262534794212285
-9.208527355830029,-7.23786875026289,0.3230694239529122
-9.134091575502966,-6.652692484290915,0.0076916656238096
-9.1309743830618,-6.644570563597333,-0.4061902069450796
-9.704701018614193,-7.039352220894023,1.7710079951965556
-9.724799705266683,-7.053930486631511,1.3288747486365378
-9.7332283093161,-7.053565540581159,0.8867261267272979
-9.27035562585661,-6.713685164362532,0.425510478070793
-9.160574233143928,-7.154821064315586,0.3206154411237387
-9.07911654855488,-6.570116678646068,0.0076283622331895
-9.105965084141088,-6.583735548382781,-0.4041772386559568
-9.955053987042762,-7.173647375869463,2.277297774438584
-9.231695346962804,-6.642605894073132,0.4227985563400288
-9.14220805153501,-7.095425382292519,0.3192092187257621
-9.14388601501556,-6.57433845784854,0.0076657995352063
-9.177254198533673,-6.592500026563473,-0.4064418278764538
-9.702839128870316,-7.503230743679937,2.152593968474213
-9.661647195723146,-6.9180482338374905,1.7553715508302277
-9.746886957402284,-6.979082981927569,1.3260163469724853
-9.691970072809506,-6.933364986946181,0.8790749767215998
-9.235772263809483,-6.602628678754882,0.42205558409967
-9.220134530638642,-7.110687047335572,0.3211669031987758
-9.205512360539064,-6.575899360429016,0.0077005141219063
-9.231095628251412,-7.116057599656119,-0.1045644841425138
-9.116093400660164,-6.506258386220322,-0.4028472501481043
-9.760929398180044,-6.943167217604414,2.2231023722195262
-9.814219524701452,-6.98184766799966,1.779191474573713
-9.611130821233768,-6.8373706873899,1.3046874214047703
-9.68068010042279,-6.880487872170445,0.8761322356683761
-9.247022917330929,-6.567897486514458,0.4216469345405146
